City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,brainerd,46.358,-94.2008,-3.19,54,20,6.17,US,1670265817
363,atagay,55.1033,99.3875,-10.34,58,100,6.08,RU,1670265696
364,songjianghe,42.1859,127.479,-14.99,81,1,2.66,CN,1670265818
365,batticaloa,7.7102,81.6924,25.02,86,96,3.07,LK,1670265818
366,olinda,-8.0089,-34.8553,24.85,88,75,1.54,BR,1670265819
367,yerkoy,39.6381,34.4672,5.73,67,44,0.98,TR,1670265819
368,trincomalee,8.5711,81.2335,26.72,76,69,5.58,LK,1670265820
369,baijiantan,45.6333,85.1833,-8.12,88,100,0.87,CN,1670265821
370,tripoli,32.8752,13.1875,20.08,64,0,0.84,LY,1670265821
371,lubao,14.9167,120.55,26.84,86,89,2.02,PH,1670265821
372,namibe,-15.1961,12.1522,21.62,76,4,2.77,AO,1670265822
373,olga,43.7444,135.2892,-13.93,79,3,1.86,RU,1670265822
374,hukuntsi,-24.0,21.75,25.98,16,0,5.08,BW,1670265823
375,metro,-5.1131,105.3067,24.09,89,100,2.13,ID,1670265823
376,eenhana,-17.4667,16.3333,26.68,35,38,2.17,NA,1670265774
377,canutama,-6.5339,-64.3831,28.26,78,100,1.56,BR,1670265824
378,kargil,34.5667,76.1,-7.06,48,100,1.38,IN,1670265825
379,agogo,6.8,-1.0819,26.06,54,28,1.22,GH,1670265825
380,cabrero,-37.0333,-72.4,39.97,18,0,6.55,CL,1670265826
381,dong xoai,11.5333,106.9167,21.98,96,96,2.05,VN,1670265826
382,orchard homes,46.8633,-114.0484,-6.92,79,100,0.0,US,1670265827
383,santa rosa,14.3122,121.1114,26.16,88,99,3.23,PH,1670265827
384,koper,45.5469,13.7294,14.94,79,40,6.17,SI,1670265828
385,nishihara,26.1842,127.7558,18.6,94,75,10.8,JP,1670265828
386,matamoros,25.5333,-103.25,26.17,36,78,0.32,MX,1670265829
387,monroe,43.1501,-77.6831,8.05,36,100,6.69,US,1670265619
388,shache,38.4167,77.2406,-4.84,37,0,1.97,CN,1670265719
389,borogontsy,62.6683,131.1683,-31.71,99,100,1.07,RU,1670265830
390,whyalla,-33.0333,137.5833,18.6,53,100,3.26,AU,1670265831
391,buchanan,5.8808,-10.0467,25.97,84,100,2.04,LR,1670265833
392,sergeyevka,53.88,67.4158,-21.56,99,9,1.47,KZ,1670265834
393,guhagar,17.4842,73.1929,25.73,79,85,1.49,IN,1670265834
394,ndjole,-0.1783,10.7649,24.96,93,100,0.83,GA,1670265835
395,hami,42.8,93.45,-4.87,33,100,0.24,CN,1670265835
396,richards bay,-28.783,32.0377,21.26,84,100,6.95,ZA,1670265836
397,guayaramerin,-10.8368,-65.3614,22.03,100,100,1.23,BO,1670265836
398,xiuyan,40.2928,123.2744,-6.15,47,5,1.31,CN,1670265837
399,kochubey,44.3861,46.5825,-0.71,67,19,5.4,RU,1670265837
400,hiriyur,13.9456,76.6192,22.51,69,30,2.79,IN,1670265838
401,ponta delgada,37.7333,-25.6667,16.95,94,75,3.6,PT,1670265838
402,pangai,-19.8,-174.35,25.06,94,75,0.0,TO,1670265839
403,kalmunai,7.4167,81.8167,24.3,89,100,3.16,LK,1670265840
404,kafanchan,9.5833,8.3,23.62,15,51,4.17,NG,1670265840
405,mackenzie,55.2999,-123.1698,-11.88,85,100,1.54,CA,1670265626
406,ketchikan,55.3422,-131.6461,-1.74,93,20,0.0,US,1670265841
407,muros,42.7762,-9.0603,12.83,83,100,2.37,ES,1670265837
408,pimentel,-6.8367,-79.9342,25.16,53,0,8.75,PE,1670265842
409,chervone,49.9564,28.8645,-7.57,85,52,4.94,UA,1670265842
410,quthing,-30.4,27.7003,14.22,35,1,0.93,LS,1670265843
411,boda,4.3189,17.4695,26.16,41,5,1.52,CF,1670265844
412,marsh harbour,26.5412,-77.0636,23.84,72,51,5.08,BS,1670265763
413,bolivar,37.6145,-93.4105,9.04,90,100,3.96,US,1670265845
414,dingle,10.9995,122.6711,23.61,94,74,3.19,PH,1670265846
415,padang,-0.9492,100.3543,24.66,89,100,1.72,ID,1670265847
416,rincon,32.296,-81.2354,17.98,91,100,2.09,US,1670265849
417,karratha,-20.7377,116.8463,27.73,44,1,6.6,AU,1670265852
418,turinsk,58.0458,63.696,-20.2,100,77,1.41,RU,1670265853
419,komatipoort,-25.4332,31.9548,22.04,91,100,1.16,ZA,1670265853
420,fort frances,48.5999,-93.4003,-10.88,62,100,6.17,CA,1670265854
421,sao joao da barra,-21.6403,-41.0511,28.05,81,75,8.45,BR,1670265855
422,daru,-9.0763,143.2092,26.53,79,100,4.99,PG,1670265855
423,asau,46.4333,26.4,-1.49,99,100,1.47,RO,1670265856
424,acarau,-2.8856,-40.12,28.86,65,7,9.5,BR,1670265824
425,kattivakkam,13.2167,80.3167,28.05,74,76,4.44,IN,1670265857
426,flinders,-34.5833,150.8552,15.77,90,48,3.18,AU,1670265857
427,kamaishi,39.2667,141.8833,2.61,59,88,2.66,JP,1670265858
428,lagoa,39.05,-27.9833,16.43,68,100,5.03,PT,1670265858
429,warrnambool,-38.3833,142.4833,12.57,70,97,5.76,AU,1670265859
430,horki,54.2861,30.9842,-8.5,87,100,4.98,BY,1670265859
431,zhuhai,22.2769,113.5678,14.84,77,40,10.29,CN,1670265860
432,champerico,14.3,-91.9167,32.3,72,1,2.88,GT,1670265861
433,freeport,40.6576,-73.5832,9.5,51,0,4.12,US,1670265739
434,moerai,-22.4333,-151.3333,25.07,79,100,4.94,PF,1670265706
435,licheng,23.2955,113.8284,10.48,75,66,2.1,CN,1670265862
436,san patricio,28.017,-97.5169,26.92,58,96,6.94,US,1670265862
437,bubaque,11.2833,-15.8333,27.54,66,95,3.62,GW,1670265863
438,tarut,26.5733,50.0369,23.12,68,100,4.4,SA,1670265863
439,marang,5.2056,103.2059,27.2,84,100,0.41,MY,1670265864
440,astoria,46.1879,-123.8313,7.16,96,100,1.54,US,1670265864
441,saint-louis,16.3333,-15.0,32.8,29,75,2.08,SN,1670265865
442,north bend,43.4065,-124.2243,7.82,99,20,3.09,US,1670265866
443,do gonbadan,30.3586,50.7981,15.05,88,40,0.0,IR,1670265869
444,emba,48.8264,58.1442,-10.66,96,100,1.47,KZ,1670265871
445,evensk,61.95,159.2333,-15.19,90,100,2.59,RU,1670265752
446,izhma,65.0083,53.9113,-16.72,91,16,3.56,RU,1670265720
447,port hawkesbury,45.6169,-61.3485,4.39,58,0,2.06,CA,1670265872
448,lasa,46.6166,10.7002,2.61,93,82,2.69,IT,1670265873
449,sinnar,13.5691,33.5672,28.51,30,15,4.71,SD,1670265873
450,jhajjar,28.6063,76.6565,15.06,33,0,2.0,IN,1670265874
451,atbasar,51.8,68.3333,-24.44,97,90,1.9,KZ,1670265683
452,malibu,34.005,-118.8101,17.75,85,100,1.34,US,1670265874
453,sioux lookout,50.1001,-91.917,-16.96,66,75,5.14,CA,1670265875
454,douglas,41.3,-96.167,6.53,50,0,4.12,US,1670265875
455,churapcha,62.0025,132.4325,-30.33,97,100,2.52,RU,1670265876
456,iqaluit,63.7506,-68.5145,-12.15,78,75,2.06,CA,1670265876
457,kamenka,51.3223,42.7678,-8.74,55,17,2.31,RU,1670265877
458,kargasok,59.0556,80.8572,-19.22,97,100,3.07,RU,1670265877
459,karla,59.3723,24.9275,-1.91,89,100,3.09,EE,1670265878
460,omboue,-1.5746,9.2618,26.05,87,100,2.14,GA,1670265878
461,saint-joseph,-21.3667,55.6167,24.21,79,100,5.67,RE,1670265879
462,malindi,-3.2175,40.1191,27.09,78,20,2.57,KE,1670265879
463,thohoyandou,-22.9456,30.485,21.94,69,100,2.95,ZA,1670265880
464,kifri,34.6959,44.9661,15.01,48,10,1.58,IQ,1670265880
465,san buenaventura,27.0833,-101.5333,26.44,45,70,0.52,MX,1670265881
466,college,64.8569,-147.8028,-9.5,86,75,0.0,US,1670265881
467,najran,17.4924,44.1277,18.36,34,0,0.78,SA,1670265882
468,dubbo,-32.25,148.6167,14.07,77,41,4.12,AU,1670265882
469,san pedro de macoris,18.4616,-69.2972,29.34,67,0,5.95,DO,1670265883
470,nelson bay,-32.7167,152.15,19.5,95,32,5.81,AU,1670265883
471,chamrajnagar,11.9167,76.95,19.21,85,98,1.86,IN,1670265885
472,guangzhou,23.1167,113.25,10.97,68,13,5.4,CN,1670265802
473,micheweni,-4.9667,39.8333,26.18,79,100,2.94,TZ,1670265889
474,yarmouth,41.7057,-70.2286,10.08,63,0,4.02,US,1670265886
475,vila do maio,15.1333,-23.2167,24.44,69,18,4.43,CV,1670265889
476,gat,31.61,34.7642,17.44,100,4,1.72,IL,1670265643
477,teguldet,57.3064,88.1667,-18.96,97,100,2.56,RU,1670265890
478,biltine,14.5333,20.9167,23.9,16,2,5.68,TD,1670265891
479,kahului,20.8947,-156.47,24.91,76,20,6.71,US,1670265689
480,mareeba,-17.0,145.4333,18.58,91,4,1.01,AU,1670265891
481,praia da vitoria,38.7333,-27.0667,15.98,94,20,5.07,PT,1670265761
482,luganville,-15.5333,167.1667,25.52,82,92,1.94,VU,1670265892
483,stromness,58.965,-3.296,5.98,69,100,8.94,GB,1670265893
484,queanbeyan,-35.35,149.2333,11.38,89,75,0.0,AU,1670265893
485,boden,65.8252,21.6886,0.0,95,100,3.19,SE,1670265894
486,cocachacra,-17.0883,-71.7575,22.99,65,32,3.9,PE,1670265894
487,bitkine,11.9801,18.2138,27.19,17,9,3.93,TD,1670265895
488,zabid,14.1951,43.3152,24.97,65,1,4.89,YE,1670265895
489,amuntai,-2.4177,115.2494,22.82,97,100,0.14,ID,1670265896
490,petropavlovsk-kamchatskiy,53.0452,158.6483,-16.67,66,0,2.0,RU,1670265896
491,wynyard,-41.0,145.7167,5.54,73,0,2.27,AU,1670265897
492,garmsar,35.2182,52.3409,5.89,79,100,0.42,IR,1670265897
493,smithers,54.7804,-127.1743,-16.82,85,0,2.57,CA,1670265635
494,ostrovnoy,68.0531,39.5131,-7.42,91,66,9.27,RU,1670265898
495,akhalgori,42.126,44.4833,-1.92,92,100,2.37,GE,1670265899
496,baghmara,23.795,86.2085,15.33,41,0,2.84,IN,1670265899
497,zhicheng,30.2956,111.5047,4.35,64,84,0.47,CN,1670265900
498,ust-ishim,57.6935,71.1665,-22.92,100,99,0.64,RU,1670265900
499,siavonga,-16.5382,28.7088,29.51,45,10,2.49,ZM,1670265901
500,sitka,57.0531,-135.33,0.94,80,75,2.06,US,1670265901
501,seoul,37.5683,126.9778,-0.31,63,0,2.57,KR,1670265470
502,kodiak,57.79,-152.4072,2.73,93,100,0.0,US,1670265903
503,nuevo laredo,27.4763,-99.5164,19.15,100,100,1.54,MX,1670265840
504,chingirlau,51.095,54.0814,-12.24,88,10,3.42,KZ,1670265904
505,calca,-13.3333,-71.95,19.64,56,77,4.01,PE,1670265905
506,karatuzskoye,53.6072,92.8667,-25.02,98,11,0.43,RU,1670265905
507,gostavatu,44.0833,24.5333,4.27,86,100,3.07,RO,1670265906
508,tigre,-34.426,-58.5796,37.93,41,0,4.63,AR,1670265907
509,cumberland,35.0502,-78.8664,12.15,61,100,2.57,US,1670265748
510,port macquarie,-31.4333,152.9167,16.61,72,15,2.25,AU,1670265908
511,thunder bay,48.4001,-89.3168,-5.05,63,75,7.72,CA,1670265812
512,kumluca,36.3703,30.2869,15.94,65,0,2.08,TR,1670265909
513,abu samrah,35.3029,37.1841,13.02,68,2,2.48,SY,1670265909
514,nara,34.6851,135.8049,6.94,79,100,1.6,JP,1670265910
515,springfield,37.2153,-93.2982,8.42,89,100,3.09,US,1670265739
516,tokur,53.1333,132.9,-24.37,99,100,1.88,RU,1670265911
517,torit,4.4133,32.5678,26.27,53,100,1.16,SS,1670265911
518,noumea,-22.2763,166.4572,26.67,99,100,2.49,NC,1670265727
519,kidal,18.4411,1.4078,28.59,12,100,4.16,ML,1670265912
520,flin flon,54.7682,-101.865,-29.09,63,40,3.09,CA,1670265913
521,dashitou,43.3067,128.5114,-12.48,69,0,5.01,CN,1670265913
522,yichang,30.7144,111.2847,4.78,63,13,0.32,CN,1670265914
523,bone,51.9669,12.1396,3.83,89,99,1.25,DE,1670265914
524,ghogha,21.6833,72.2833,24.0,53,0,5.2,IN,1670265915
525,riyadh,24.6877,46.7219,24.08,36,89,5.24,SA,1670265325
526,halifax,44.6453,-63.5724,5.0,61,20,4.12,CA,1670265478
527,natitingou,10.3042,1.3796,27.74,22,19,2.39,BJ,1670265916
528,hinton,53.4001,-117.5857,-12.47,93,100,1.78,CA,1670265917
529,azuqueca de henares,40.5669,-3.2599,10.42,98,100,0.51,ES,1670265918
530,phan thiet,10.9333,108.1,24.05,89,100,2.33,VN,1670265918
531,revelstoke,50.9832,-118.2023,-6.99,86,100,1.03,CA,1670265790
532,mitsamiouli,-11.3847,43.2844,26.66,78,14,4.57,KM,1670265919
533,mujiayingzi,42.1167,118.7833,-11.1,41,0,5.12,CN,1670265920
534,cayenne,4.9333,-52.3333,29.02,74,0,4.12,GF,1670265918
535,savannah bight,16.45,-85.85,27.75,58,4,5.17,HN,1670265921
536,cabedelo,-6.9811,-34.8339,29.37,70,28,6.49,BR,1670265921
537,montbeliard,47.5167,6.8,3.6,90,68,0.95,FR,1670265922
538,paramonga,-10.6667,-77.8333,21.97,71,11,3.87,PE,1670265923
539,baker city,44.7749,-117.8344,-1.34,94,100,2.06,US,1670265923
540,abnub,27.2696,31.1511,19.12,51,0,4.36,EG,1670265924
541,ulverstone,-41.15,146.1667,5.67,74,0,3.47,AU,1670265925
542,nandyal,15.4833,78.4833,21.11,83,9,1.42,IN,1670265925
543,suihua,46.6406,126.9969,-17.33,91,6,4.92,CN,1670265926
544,nueva guinea,11.6876,-84.4562,25.65,78,39,5.46,NI,1670265927
545,coquimbo,-29.9533,-71.3436,16.85,82,100,5.14,CL,1670265922
546,painesville,41.7245,-81.2457,9.96,28,0,5.14,US,1670265927
547,mocuba,-16.8392,36.9856,25.19,67,2,1.15,MZ,1670265928
548,wajima,37.4,136.9,8.16,81,100,9.48,JP,1670265929
549,allapalli,19.4167,80.0667,16.16,59,3,0.71,IN,1670265929
550,talara,-4.5772,-81.2719,28.42,57,0,6.69,PE,1670265930
551,nosy varika,-20.5833,48.5333,23.92,87,100,3.21,MG,1670265931
552,skibbereen,51.55,-9.2667,8.39,80,100,9.07,IE,1670265931
553,mamallapuram,12.6264,80.1722,28.03,74,98,4.78,IN,1670265871
554,berlevag,70.8578,29.0864,-2.0,86,100,8.23,NO,1670265932
555,palivere,58.9664,23.8911,-1.29,89,100,2.52,EE,1670265932
556,ginda,30.6945,78.4932,7.39,17,52,3.41,IN,1670265933
557,pierre,44.3683,-100.351,-5.08,84,100,7.15,US,1670265934
558,grand-santi,4.25,-54.3833,29.82,54,100,1.37,GF,1670265935
559,kuytun,54.3419,101.5036,-10.44,65,100,7.57,RU,1670265743
560,goderich,43.7501,-81.7165,4.39,60,100,7.2,CA,1670265934
561,aranos,-24.1333,19.1167,25.51,11,0,3.59,NA,1670265937
562,osorio,-29.8867,-50.2697,24.27,81,92,2.92,BR,1670265785
563,bambanglipuro,-7.95,110.2833,24.62,90,100,1.38,ID,1670265938
